Bug,,,,,,,Fire,,,,,,,Dark,,,,,,,Ghost,,,,,,,Fairy,,,,,,,Figthing,,,,,,,Poison,,,,,,,Ice,,,,,,,Flying,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move,PowerPWR,EnergyENG,DurationDUR,"P/S
                                
                                    Power per Second (DPS)
                                    How effective a move is at dealing damage","E/S
                                
                                    Energy per Second (EPS)
                                    How effective a fast move is at building up charged move energy","P/E
                                
                                    Power per Energy (DPE)
                                    How efficiently a charged move converts energy into damage","P2/ES
                                
                                    P/S * P/E
                                    How well a charged move both uses charged energy and deals damage","PE/S2
                                
                                    P/S * E/S
                                    How well a fast move accomplishes both building charged energy and dealing damage on its own","Top Users

                                    
                                        AttackerDefender",Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,"Fairy
Normal",,,,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,,Grass,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,Ice,,,,,,,,,,,,,,,,,,Fighting,,,,,,,,,,,,,,,,,,Poison,,,,,,,,,,,,,,,,,,Ground,,,,,,,,,,,,,,,,,,Flying,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,,,,,,,,Bug,,,,,,,,,,,,,,,,,,Rock,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,Dragon,,,,,,,,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,Fairy
53,Scolipede,Bug Bite,X-Scissor,eDPS 15.24,72.30%,,53,Shadow Houndoom,Fire Fang,Flamethrower,eDPS 19.83,86.60%,,53,Dhelmise,Shadow Claw,Brutal Swing,eDPS 17.23,76.40%,,53,Metagross,Shadow Claw*,Meteor Mash*,eDPS 16.61,77.60%,,53,Clefable,Charm,Dazzling Gleam,eDPS 14.39,79.10%,,53,Shadow Dragonite,Dragon Tail,Superpower,eDPS 17.61,73.30%,,53,Keldeo (Ordinary),Poison Jab,Sacred Sword,eDPS 15.13,74.80%,,53,Abomasnow,Powder Snow,Weather Ball Ice,eDPS 15.42,72.30%,,53,Shadow Talonflame,Peck,Fly,eDPS 17.65,76.70%,,53,Mega Abomasnow,Leafage,Energy Ball,eDPS 16.23,79.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Shadow Nidoking,Fury Cutter*,Megahorn,eDPS 15.07,71.40%,,54,Magmortar,Fire Spin,Fire Blast,eDPS 19.34,84.50%,,54,Samurott (Hisuian),Snarl,Dark Pulse,eDPS 17.19,76.20%,,54,Houndstone,Lick,Shadow Ball,eDPS 16.43,76.80%,,54,Donphan,Charm,Play Rough,eDPS 14.30,78.70%,,54,Mega Gengar,Lick*,Focus Blast,eDPS 17.58,73.20%,,54,Crobat,Air Slash,Sludge Bomb,eDPS 15.09,74.60%,,54,Shadow Glalie,Frost Breath,Avalanche,eDPS 15.40,72.20%,,54,Kartana,Air Slash,Aerial Ace,eDPS 17.54,76.30%,,54,Exeggutor,Bullet Seed,Solar Beam,eDPS 16.17,79.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Lokix,Bug Bite,Bug Buzz,eDPS 15.05,71.30%,,55,Arcanine (Hisuian),Fire Fang,Flamethrower,eDPS 19.32,84.40%,,55,Shadow Cacturne,Sucker Punch,Dark Pulse,eDPS 17.12,75.90%,,55,Shadow Ho-Oh (Apex),Hidden Power Ghost,Brave Bird,eDPS 16.42,76.80%,,55,Ribombee,Charm,Dazzling Gleam,eDPS 14.07,77.40%,,55,Shadow Darkrai,Snarl,Focus Blast,eDPS 17.44,72.60%,,55,Marshadow,Poison Jab,Ice Punch,eDPS 15.04,74.30%,,55,Cloyster,Frost Breath,Avalanche,eDPS 15.25,71.40%,,55,Shadow Blaziken,Fire Spin,Brave Bird,eDPS 17.50,76.10%,,55,Arboliva,Magical Leaf,Seed Bomb,eDPS 16.17,79.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sneasler,Poison Jab,X-Scissor,eDPS 15.00,71.10%,,56,Mega Alakazam,Psycho Cut,Fire Punch,eDPS 19.15,83.60%,,56,Krookodile,Snarl,Crunch,eDPS 17.11,75.90%,,56,Shadow Ho-Oh,Hidden Power Ghost,Brave Bird,eDPS 16.42,76.80%,,56,Mega Mawile,Fairy Wind,Play Rough,eDPS 14.06,77.30%,,56,Annihilape,Counter,Close Combat,eDPS 17.39,72.40%,,56,Drapion,Poison Sting,Sludge Bomb,eDPS 14.97,74.00%,,56,Shadow Sneasel,Ice Shard,Triple Axel,eDPS 15.22,71.30%,,56,Shadow Scyther,Air Slash,Aerial Ace,eDPS 17.38,75.60%,,56,Mega Ampharos,Volt Switch,Trailblaze,eDPS 16.11,79.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Crustle,Fury Cutter,X-Scissor,eDPS 14.96,70.90%,,57,Regigigas,Hidden Power Fire,Crush Grip*,eDPS 19.00,83.00%,,57,Thundurus (Therian),Bite,Wildbolt Storm*,eDPS 17.04,75.60%,,57,Shadow Cofagrigus,Shadow Claw,Shadow Ball,eDPS 16.23,75.90%,,57,Lunala,Shadow Claw,Moonblast,eDPS 13.95,76.70%,,57,Heracross,Counter,Close Combat,eDPS 17.38,72.40%,,57,Nidoking,Poison Jab,Sludge Wave,eDPS 14.90,73.60%,,57,Shadow Electivire,Thunder Shock,Ice Punch,eDPS 15.17,71.10%,,57,Charizard,Air Slash,Blast Burn*,eDPS 16.98,73.80%,,57,Exeggutor (Alolan),Bullet Seed,Solar Beam,eDPS 16.05,78.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Keldeo (Resolute),Low Kick,X-Scissor,eDPS 14.95,70.80%,,58,Ceruledge,Incinerate,Flamethrower,eDPS 18.86,82.40%,,58,Regidrago,Bite,Dragon Energy*,eDPS 17.03,75.50%,,58,Decidueye,Astonish,Spirit Shackle,eDPS 16.06,75.10%,,58,Shadow Reuniclus,Charm*,Futuresight,eDPS 13.91,76.50%,,58,Shadow Ursaluna,Rock Smash,High Horsepower*,eDPS 17.38,72.40%,,58,Shadow Weezing,Infestation,Sludge Bomb,eDPS 14.84,73.40%,,58,Ho-Oh (Apex),Hidden Power Ice,Brave Bird,eDPS 15.05,70.50%,,58,Shadow Sneasler,Poison Jab,Aerial Ace,eDPS 16.95,73.70%,,58,Groudon,Mud Shot,Solar Beam,eDPS 16.04,78.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Keldeo (Ordinary),Low Kick,X-Scissor,eDPS 14.95,70.80%,,59,Armarouge,Incinerate,Flamethrower,eDPS 18.81,82.20%,,59,Shadow Gyarados,Bite,Crunch,eDPS 17.02,75.50%,,59,Shadow Thundurus (Incarnate),Astonish,Crunch,eDPS 16.04,75.00%,,59,Roserade,Poison Jab,Dazzling Gleam,eDPS 13.83,76.10%,,59,Emboar,Low Kick,Focus Blast,eDPS 17.34,72.20%,,59,Dragalge,Acid,Sludge Bomb,eDPS 14.83,73.30%,,59,Ho-Oh,Hidden Power Ice,Brave Bird,eDPS 15.05,70.50%,,59,Shadow Swanna,Air Slash,Fly,eDPS 16.92,73.60%,,59,Shadow Cacturne,Sand Attack,Grass Knot,eDPS 16.02,78.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Ho-Oh (Apex),Hidden Power Bug,Sacred Fire++*,eDPS 14.90,70.60%,,60,Arcanine,Fire Fang,Flamethrower,eDPS 18.78,82.10%,,60,Mismagius,Sucker Punch,Shadow Ball,eDPS 16.92,75.00%,,60,Alakazam,Psycho Cut,Shadow Ball,eDPS 16.02,74.90%,,60,Mew,Dragon Tail,Dazzling Gleam,eDPS 13.79,75.80%,,60,Bewear,Low Kick,Superpower,eDPS 17.26,71.90%,,60,Mega Swampert,Mud Shot,Sludge,eDPS 14.71,72.70%,,60,Marshadow,Shadow Claw,Ice Punch,eDPS 15.04,70.50%,,60,Mega Sceptile,Fury Cutter,Aerial Ace,eDPS 16.76,72.90%,,60,Dhelmise,Astonish,Power Whip,eDPS 15.92,78.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Galvantula,Fury Cutter,Bug Buzz,eDPS 14.79,70.10%,,61,Solgaleo,Fire Spin,Flamethrower,eDPS 18.54,81.00%,,61,Shadow Conkeldurr,Poison Jab,Brutal Swing*,eDPS 16.89,74.90%,,61,Banette,Shadow Claw,Shadow Ball,eDPS 16.02,74.90%,,61,Shadow Mismagius,Psywave,Dazzling Gleam,eDPS 13.77,75.70%,,61,Sirfetchâ€™d,Counter,Close Combat,eDPS 17.17,71.50%,,61,Shadow Armaldo,Fury Cutter,Cross Poison,eDPS 14.43,71.30%,,61,Piloswine,Ice Shard,Avalanche,eDPS 15.04,70.50%,,61,Volcarona,Fire Spin,Hurricane,eDPS 16.54,71.90%,,61,Mienshao,Force Palm,Grass Knot,eDPS 15.89,78.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Shaymin (Sky),Hidden Power Bug,Grass Knot,eDPS 14.58,69.10%,,62,Pyroar (Female),Fire Fang,Overheat,eDPS 18.50,80.80%,,62,Mega Blastoise,Bite,Hydro Cannon*,eDPS 16.86,74.80%,,62,Aegislash (Blade),Psycho Cut,Shadow Ball,eDPS 15.96,74.60%,,62,Ursaring,Metal Claw,Play Rough,eDPS 13.61,74.90%,,62,Shadow Alakazam,Counter*,Focus Blast,eDPS 17.15,71.40%,,62,Roselia,Poison Jab,Sludge Bomb,eDPS 14.25,70.40%,,62,Shadow Samurott,Fury Cutter,Blizzard,eDPS 15.03,70.40%,,62,Drampa,Extrasensory,Fly,eDPS 16.53,71.90%,,62,Volcarona,Bug Bite,Solar Beam,eDPS 15.82,77.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Shadow Porygon-Z,Hidden Power Bug,Tri-Attack*,eDPS 14.57,69.10%,,63,Pyroar (Male),Fire Fang,Overheat,eDPS 18.50,80.80%,,63,Trevenant,Sucker Punch,Shadow Ball,eDPS 16.64,73.80%,,63,Drifblim,Hex,Shadow Ball,eDPS 15.91,74.40%,,63,Ninetales (Alolan),Charm,Dazzling Gleam,eDPS 13.53,74.40%,,63,Kyurem (White),Dragon Breath,Focus Blast,eDPS 16.98,70.70%,,63,Venusaur,Vine Whip,Sludge Bomb,eDPS 14.20,70.20%,,63,Walrein,Frost Breath,Icicle Spear*,eDPS 15.01,70.30%,,63,Shadow Empoleon,Metal Claw,Drill Peck,eDPS 16.51,71.80%,,63,Shadow Scizor,Fury Cutter,Trailblaze,eDPS 15.76,77.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
